"Flight.No","Airline","Flight.Type","Scheduled.Departure","Departure","Scheduled.Arrival","Arrival","Flight.Status","Justification","Airport.From","Airport.To","Longitude.To","Latitude.To","Longitude.From","Latitude.From","Departure.Delay","Arrival.Delay","Distance.In.Meters","Flight.No2","AirLine.Code"
"AAL - 233","AMERICAN AIRLINES INC","International",2016-01-01 12:49:00,2016-01-01 12:49:00,2016-01-01 21:25:00,2016-01-01 21:25:00,"Confirmed",NA,"KMIA","SBGR",-46.478126,-23.4345529,-80.2870457,25.795865,0,0,6553168.02078479,"233","AAL"
"AAL - 233","AMERICAN AIRLINES INC","International",2016-01-31 12:49:00,2016-01-31 12:49:00,2016-01-31 21:25:00,2016-01-31 21:25:00,"Confirmed",NA,"KMIA","SBGR",-46.478126,-23.4345529,-80.2870457,25.795865,0,0,6553168.02078479,"233","AAL"
"AAL - 233","AMERICAN AIRLINES INC","International",2016-01-10 12:49:00,2016-01-10 12:49:00,2016-01-10 21:25:00,2016-01-10 21:25:00,"Confirmed",NA,"KMIA","SBGR",-46.478126,-23.4345529,-80.2870457,25.795865,0,0,6553168.02078479,"233","AAL"
"AAL - 233","AMERICAN AIRLINES INC","International",2016-01-15 12:49:00,2016-01-15 12:49:00,2016-01-15 21:25:00,2016-01-15 21:25:00,"Confirmed",NA,"KMIA","SBGR",-46.478126,-23.4345529,-80.2870457,25.795865,0,0,6553168.02078479,"233","AAL"
"AAL - 233","AMERICAN AIRLINES INC","International",2016-01-03 12:49:00,2016-01-03 12:49:00,2016-01-03 21:25:00,2016-01-03 21:25:00,"Confirmed",NA,"KMIA","SBGR",-46.478126,-23.4345529,-80.2870457,25.795865,0,0,6553168.02078479,"233","AAL"
"AAL - 233","AMERICAN AIRLINES INC","International",2016-01-13 12:49:00,2016-01-13 12:49:00,2016-01-13 21:25:00,2016-01-13 21:25:00,"Confirmed",NA,"KMIA","SBGR",-46.478126,-23.4345529,-80.2870457,25.795865,0,0,6553168.02078479,"233","AAL"
"AAL - 233","AMERICAN AIRLINES INC","International",2016-01-26 12:49:00,2016-01-26 12:49:00,2016-01-26 21:25:00,2016-01-26 21:25:00,"Confirmed",NA,"KMIA","SBGR",-46.478126,-23.4345529,-80.2870457,25.795865,0,0,6553168.02078479,"233","AAL"
"AAL - 233","AMERICAN AIRLINES INC","International",2016-01-05 12:49:00,2016-01-05 12:49:00,2016-01-05 21:25:00,2016-01-05 21:25:00,"Confirmed",NA,"KMIA","SBGR",-46.478126,-23.4345529,-80.2870457,25.795865,0,0,6553168.02078479,"233","AAL"
"AAL - 233","AMERICAN AIRLINES INC","International",2016-01-12 12:49:00,2016-01-12 13:40:00,2016-01-12 21:25:00,2016-01-12 21:57:00,"Confirmed","AIRPLANE FAULT","KMIA","SBGR",-46.478126,-23.4345529,-80.2870457,25.795865,51,32,6553168.02078479,"233","AAL"
"AAL - 233","AMERICAN AIRLINES INC","International",2016-01-20 12:49:00,2016-01-20 12:49:00,2016-01-20 21:25:00,2016-01-20 21:25:00,"Confirmed",NA,"KMIA","SBGR",-46.478126,-23.4345529,-80.2870457,25.795865,0,0,6553168.02078479,"233","AAL"
"AAL - 233","AMERICAN AIRLINES INC","International",2016-01-25 12:49:00,2016-01-25 12:49:00,2016-01-25 21:25:00,2016-01-25 21:25:00,"Confirmed",NA,"KMIA","SBGR",-46.478126,-23.4345529,-80.2870457,25.795865,0,0,6553168.02078479,"233","AAL"
"AAL - 233","AMERICAN AIRLINES INC","International",2016-01-21 12:49:00,2016-01-21 12:49:00,2016-01-21 21:25:00,2016-01-21 21:25:00,"Confirmed",NA,"KMIA","SBGR",-46.478126,-23.4345529,-80.2870457,25.795865,0,0,6553168.02078479,"233","AAL"
"AAL - 233","AMERICAN AIRLINES INC","International",2016-01-06 12:49:00,2016-01-06 13:23:00,2016-01-06 21:25:00,2016-01-06 22:11:00,"Confirmed","DELAY NOT SPECIFIED - OTHER","KMIA","SBGR",-46.478126,-23.4345529,-80.2870457,25.795865,34,46,6553168.02078479,"233","AAL"
"AAL - 234","AMERICAN AIRLINES INC","International",2016-01-11 12:55:00,2016-01-11 12:46:00,2016-01-11 21:30:00,2016-01-11 20:52:00,"Confirmed","DELAY NOT SPECIFIED - OTHER","SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,-9,-38,6553168.02078479,"234","AAL"
"AAL - 234","AMERICAN AIRLINES INC","International",2016-01-12 12:55:00,2016-01-12 12:51:00,2016-01-12 21:30:00,2016-01-12 20:50:00,"Confirmed","AIR TRAFFIC LIBERATION/ANTECIPATION","SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,-4,-40,6553168.02078479,"234","AAL"
"AAL - 234","AMERICAN AIRLINES INC","International",2016-01-13 12:55:00,2016-01-13 12:55:00,2016-01-13 21:30:00,2016-01-13 21:30:00,"Confirmed",NA,"SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,0,0,6553168.02078479,"234","AAL"
"AAL - 234","AMERICAN AIRLINES INC","International",2016-01-22 12:55:00,2016-01-22 12:55:00,2016-01-22 21:30:00,2016-01-22 21:30:00,"Confirmed",NA,"SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,0,0,6553168.02078479,"234","AAL"
"AAL - 234","AMERICAN AIRLINES INC","International",2016-01-19 12:55:00,2016-01-19 12:47:00,2016-01-19 21:30:00,2016-01-19 20:55:00,"Confirmed","AIR TRAFFIC LIBERATION/ANTECIPATION","SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,-8,-35,6553168.02078479,"234","AAL"
"AAL - 234","AMERICAN AIRLINES INC","International",2016-01-20 12:55:00,2016-01-20 12:47:00,2016-01-20 21:30:00,2016-01-20 20:56:00,"Confirmed","AIR TRAFFIC LIBERATION/ANTECIPATION","SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,-8,-34,6553168.02078479,"234","AAL"
"AAL - 234","AMERICAN AIRLINES INC","International",2016-01-23 12:55:00,2016-01-23 12:55:00,2016-01-23 21:30:00,2016-01-23 21:30:00,"Confirmed",NA,"SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,0,0,6553168.02078479,"234","AAL"
"AAL - 234","AMERICAN AIRLINES INC","International",2016-01-16 12:55:00,2016-01-16 12:42:00,2016-01-16 21:30:00,2016-01-16 20:49:00,"Confirmed","AIR TRAFFIC LIBERATION/ANTECIPATION","SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,-13,-41,6553168.02078479,"234","AAL"
"AAL - 234","AMERICAN AIRLINES INC","International",2016-01-05 12:55:00,2016-01-05 12:45:00,2016-01-05 21:30:00,2016-01-05 20:43:00,"Confirmed","AIR TRAFFIC LIBERATION/ANTECIPATION","SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,-10,-47,6553168.02078479,"234","AAL"
"AAL - 234","AMERICAN AIRLINES INC","International",2016-01-02 12:55:00,2016-01-02 12:55:00,2016-01-02 21:30:00,2016-01-02 21:30:00,"Confirmed",NA,"SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,0,0,6553168.02078479,"234","AAL"
"AAL - 234","AMERICAN AIRLINES INC","International",2016-01-31 12:55:00,2016-01-31 12:47:00,2016-01-31 21:30:00,2016-01-31 20:54:00,"Confirmed","DELAY NOT SPECIFIED - OTHER","SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,-8,-36,6553168.02078479,"234","AAL"
"AAL - 234","AMERICAN AIRLINES INC","International",2016-01-10 12:55:00,2016-01-10 12:47:00,2016-01-10 21:30:00,2016-01-10 20:53:00,"Confirmed","DELAY NOT SPECIFIED - OTHER","SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,-8,-37,6553168.02078479,"234","AAL"
"AAL - 234","AMERICAN AIRLINES INC","International",2016-01-14 12:55:00,2016-01-14 12:55:00,2016-01-14 21:30:00,2016-01-14 21:30:00,"Confirmed",NA,"SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,0,0,6553168.02078479,"234","AAL"
"AAL - 234","AMERICAN AIRLINES INC","International",2016-01-25 12:55:00,2016-01-25 12:55:00,2016-01-25 21:30:00,2016-01-25 21:30:00,"Confirmed",NA,"SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,0,0,6553168.02078479,"234","AAL"
"AAL - 234","AMERICAN AIRLINES INC","International",2016-01-28 12:55:00,2016-01-28 12:55:00,2016-01-28 21:30:00,2016-01-28 21:30:00,"Confirmed",NA,"SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,0,0,6553168.02078479,"234","AAL"
"AAL - 234","AMERICAN AIRLINES INC","International",2016-01-26 12:55:00,2016-01-26 12:55:00,2016-01-26 21:30:00,2016-01-26 21:30:00,"Confirmed",NA,"SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,0,0,6553168.02078479,"234","AAL"
"AAL - 234","AMERICAN AIRLINES INC","International",2016-01-29 12:55:00,2016-01-29 12:55:00,2016-01-29 21:30:00,2016-01-29 21:30:00,"Confirmed",NA,"SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,0,0,6553168.02078479,"234","AAL"
"AAL - 234","AMERICAN AIRLINES INC","International",2016-01-24 12:55:00,2016-01-24 12:55:00,2016-01-24 21:30:00,2016-01-24 21:30:00,"Confirmed",NA,"SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,0,0,6553168.02078479,"234","AAL"
"AAL - 234","AMERICAN AIRLINES INC","International",2016-01-08 12:55:00,2016-01-08 12:40:00,2016-01-08 21:30:00,2016-01-08 20:50:00,"Confirmed","DELAY NOT SPECIFIED - OTHER","SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,-15,-40,6553168.02078479,"234","AAL"
"AAL - 234","AMERICAN AIRLINES INC","International",2016-01-17 12:55:00,2016-01-17 12:55:00,2016-01-17 21:30:00,2016-01-17 21:30:00,"Confirmed",NA,"SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,0,0,6553168.02078479,"234","AAL"
"AAL - 234","AMERICAN AIRLINES INC","International",2016-01-07 12:55:00,2016-01-07 12:55:00,2016-01-07 21:30:00,2016-01-07 21:30:00,"Confirmed",NA,"SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,0,0,6553168.02078479,"234","AAL"
"AAL - 234","AMERICAN AIRLINES INC","International",2016-01-06 12:55:00,2016-01-06 12:55:00,2016-01-06 21:30:00,2016-01-06 21:30:00,"Confirmed",NA,"SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,0,0,6553168.02078479,"234","AAL"
"AAL - 234","AMERICAN AIRLINES INC","International",2016-01-04 12:55:00,2016-01-04 12:55:00,2016-01-04 21:30:00,2016-01-04 21:30:00,"Confirmed",NA,"SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,0,0,6553168.02078479,"234","AAL"
"AAL - 234","AMERICAN AIRLINES INC","International",2016-01-21 12:55:00,2016-01-21 12:46:00,2016-01-21 21:30:00,2016-01-21 20:53:00,"Confirmed","AIR TRAFFIC LIBERATION/ANTECIPATION","SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,-9,-37,6553168.02078479,"234","AAL"
"AAL - 234","AMERICAN AIRLINES INC","International",2016-01-09 12:55:00,2016-01-09 12:55:00,2016-01-09 21:30:00,2016-01-09 21:30:00,"Confirmed",NA,"SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,0,0,6553168.02078479,"234","AAL"
"AAL - 234","AMERICAN AIRLINES INC","International",2016-01-18 12:55:00,2016-01-18 14:40:00,2016-01-18 21:30:00,2016-01-18 22:32:00,"Confirmed","AIRPLANE CONECTION","SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,105,62,6553168.02078479,"234","AAL"
"AAL - 234","AMERICAN AIRLINES INC","International",2016-01-01 12:55:00,2016-01-01 12:55:00,2016-01-01 21:30:00,2016-01-01 21:30:00,"Confirmed",NA,"SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,0,0,6553168.02078479,"234","AAL"
"AAL - 234","AMERICAN AIRLINES INC","International",2016-01-30 12:55:00,2016-01-30 12:41:00,2016-01-30 21:30:00,2016-01-30 20:30:00,"Confirmed","AIR TRAFFIC LIBERATION/ANTECIPATION","SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,-14,-60,6553168.02078479,"234","AAL"
"AAL - 234","AMERICAN AIRLINES INC","International",2016-01-15 12:55:00,2016-01-15 12:55:00,2016-01-15 21:30:00,2016-01-15 21:30:00,"Confirmed",NA,"SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,0,0,6553168.02078479,"234","AAL"
"AAL - 234","AMERICAN AIRLINES INC","International",2016-01-03 12:55:00,2016-01-03 12:55:00,2016-01-03 21:30:00,2016-01-03 21:30:00,"Confirmed",NA,"SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,0,0,6553168.02078479,"234","AAL"
"AAL - 234","AMERICAN AIRLINES INC","International",2016-01-27 12:55:00,2016-01-27 12:55:00,2016-01-27 21:30:00,2016-01-27 21:30:00,"Confirmed",NA,"SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,0,0,6553168.02078479,"234","AAL"
"AAL - 273","AMERICAN AIRLINES INC","International",2016-01-28 00:54:00,2016-01-28 01:27:00,2016-01-28 08:56:00,2016-01-28 09:03:00,"Confirmed","DELAY NOT SPECIFIED - OTHER","KMIA","SBRF",-34.9240154,-8.1259315,-80.2870457,25.795865,33,7,6177574.43009354,"273","AAL"
"AAL - 273","AMERICAN AIRLINES INC","International",2016-01-20 00:54:00,2016-01-20 00:54:00,2016-01-20 08:56:00,2016-01-20 08:56:00,"Confirmed",NA,"KMIA","SBRF",-34.9240154,-8.1259315,-80.2870457,25.795865,0,0,6177574.43009354,"273","AAL"
"AAL - 273","AMERICAN AIRLINES INC","International",2016-01-12 00:54:00,2016-01-12 00:54:00,2016-01-12 08:56:00,2016-01-12 08:56:00,"Confirmed",NA,"KMIA","SBRF",-34.9240154,-8.1259315,-80.2870457,25.795865,0,0,6177574.43009354,"273","AAL"
"AAL - 273","AMERICAN AIRLINES INC","International",2016-01-07 00:54:00,2016-01-07 02:49:00,2016-01-07 08:56:00,2016-01-07 10:48:00,"Confirmed","AIRPLANE FAULT","KMIA","SBRF",-34.9240154,-8.1259315,-80.2870457,25.795865,115,112,6177574.43009354,"273","AAL"
"AAL - 273","AMERICAN AIRLINES INC","International",2016-01-05 00:54:00,2016-01-05 14:18:00,2016-01-05 08:56:00,2016-01-05 22:00:00,"Confirmed","MORE THAN 4 HOURS DELAY - AIRPLANE GLITCH","KMIA","SBRF",-34.9240154,-8.1259315,-80.2870457,25.795865,804,784,6177574.43009354,"273","AAL"
"AAL - 273","AMERICAN AIRLINES INC","International",2016-01-06 00:54:00,2016-01-06 02:50:00,2016-01-06 08:56:00,2016-01-06 09:51:00,"Confirmed","DELAY NOT SPECIFIED - OTHER","KMIA","SBRF",-34.9240154,-8.1259315,-80.2870457,25.795865,116,55,6177574.43009354,"273","AAL"
"AAL - 273","AMERICAN AIRLINES INC","International",2016-01-24 00:54:00,2016-01-24 00:54:00,2016-01-24 08:56:00,2016-01-24 08:56:00,"Confirmed",NA,"KMIA","SBRF",-34.9240154,-8.1259315,-80.2870457,25.795865,0,0,6177574.43009354,"273","AAL"
"AAL - 273","AMERICAN AIRLINES INC","International",2016-01-23 00:54:00,2016-01-23 00:54:00,2016-01-23 08:56:00,2016-01-23 08:56:00,"Confirmed",NA,"KMIA","SBRF",-34.9240154,-8.1259315,-80.2870457,25.795865,0,0,6177574.43009354,"273","AAL"
"AAL - 273","AMERICAN AIRLINES INC","International",2016-01-17 00:54:00,2016-01-17 12:02:00,2016-01-17 08:56:00,2016-01-17 19:34:00,"Confirmed","MORE THAN 4 HOURS DELAY - AIRPLANE GLITCH","KMIA","SBRF",-34.9240154,-8.1259315,-80.2870457,25.795865,668,638,6177574.43009354,"273","AAL"
"AAL - 273","AMERICAN AIRLINES INC","International",2016-01-02 00:54:00,2016-01-02 01:31:00,2016-01-02 08:56:00,2016-01-02 09:10:00,"Confirmed","DELAY NOT SPECIFIED - OTHER","KMIA","SBRF",-34.9240154,-8.1259315,-80.2870457,25.795865,37,14,6177574.43009354,"273","AAL"
"AAL - 273","AMERICAN AIRLINES INC","International",2016-01-14 00:54:00,2016-01-14 00:54:00,2016-01-14 08:56:00,2016-01-14 08:56:00,"Confirmed",NA,"KMIA","SBRF",-34.9240154,-8.1259315,-80.2870457,25.795865,0,0,6177574.43009354,"273","AAL"
"AAL - 273","AMERICAN AIRLINES INC","International",2016-01-30 00:54:00,2016-01-30 01:53:00,2016-01-30 08:56:00,2016-01-30 08:28:00,"Confirmed","DELAY NOT SPECIFIED - OTHER","KMIA","SBRF",-34.9240154,-8.1259315,-80.2870457,25.795865,59,-28,6177574.43009354,"273","AAL"
"AAL - 273","AMERICAN AIRLINES INC","International",2016-01-27 00:54:00,2016-01-27 01:33:00,2016-01-27 08:56:00,2016-01-27 09:02:00,"Confirmed","AIRPLANE FAULT","KMIA","SBRF",-34.9240154,-8.1259315,-80.2870457,25.795865,39,6,6177574.43009354,"273","AAL"
"AAL - 273","AMERICAN AIRLINES INC","International",2016-01-22 00:54:00,2016-01-22 00:54:00,2016-01-22 08:56:00,2016-01-22 08:56:00,"Confirmed",NA,"KMIA","SBRF",-34.9240154,-8.1259315,-80.2870457,25.795865,0,0,6177574.43009354,"273","AAL"
"AAL - 273","AMERICAN AIRLINES INC","International",2016-01-10 00:54:00,2016-01-10 00:54:00,2016-01-10 08:56:00,2016-01-10 08:56:00,"Confirmed",NA,"KMIA","SBRF",-34.9240154,-8.1259315,-80.2870457,25.795865,0,0,6177574.43009354,"273","AAL"
"AAL - 273","AMERICAN AIRLINES INC","International",2016-01-19 00:54:00,2016-01-19 00:54:00,2016-01-19 08:56:00,2016-01-19 08:56:00,"Confirmed",NA,"KMIA","SBRF",-34.9240154,-8.1259315,-80.2870457,25.795865,0,0,6177574.43009354,"273","AAL"
"AAL - 273","AMERICAN AIRLINES INC","International",2016-01-08 00:54:00,2016-01-08 00:54:00,2016-01-08 08:56:00,2016-01-08 08:56:00,"Confirmed",NA,"KMIA","SBRF",-34.9240154,-8.1259315,-80.2870457,25.795865,0,0,6177574.43009354,"273","AAL"
"AAL - 273","AMERICAN AIRLINES INC","International",2016-01-16 00:54:00,2016-01-16 00:54:00,2016-01-16 08:56:00,2016-01-16 08:56:00,"Confirmed",NA,"KMIA","SBRF",-34.9240154,-8.1259315,-80.2870457,25.795865,0,0,6177574.43009354,"273","AAL"
"AAL - 273","AMERICAN AIRLINES INC","International",2016-01-13 00:54:00,2016-01-13 00:54:00,2016-01-13 08:56:00,2016-01-13 08:56:00,"Confirmed",NA,"KMIA","SBRF",-34.9240154,-8.1259315,-80.2870457,25.795865,0,0,6177574.43009354,"273","AAL"
"AAL - 273","AMERICAN AIRLINES INC","International",2016-01-21 00:54:00,2016-01-21 00:54:00,2016-01-21 08:56:00,2016-01-21 08:56:00,"Confirmed",NA,"KMIA","SBRF",-34.9240154,-8.1259315,-80.2870457,25.795865,0,0,6177574.43009354,"273","AAL"
"AAL - 273","AMERICAN AIRLINES INC","International",2016-01-15 00:54:00,2016-01-15 00:54:00,2016-01-15 08:56:00,2016-01-15 08:56:00,"Confirmed",NA,"KMIA","SBRF",-34.9240154,-8.1259315,-80.2870457,25.795865,0,0,6177574.43009354,"273","AAL"
"AAL - 273","AMERICAN AIRLINES INC","International",2016-01-09 00:54:00,2016-01-08 02:15:00,2016-01-09 08:56:00,2016-01-08 09:44:00,"Confirmed","AIRPLANE FAULT","KMIA","SBRF",-34.9240154,-8.1259315,-80.2870457,25.795865,-1359,-1392,6177574.43009354,"273","AAL"
"AAL - 273","AMERICAN AIRLINES INC","International",2016-01-29 00:54:00,2016-01-29 00:54:00,2016-01-29 08:56:00,2016-01-29 08:56:00,"Confirmed",NA,"KMIA","SBRF",-34.9240154,-8.1259315,-80.2870457,25.795865,0,0,6177574.43009354,"273","AAL"
"AAL - 273","AMERICAN AIRLINES INC","International",2016-01-31 00:54:00,2016-01-31 02:50:00,2016-01-31 08:56:00,2016-01-31 10:18:00,"Confirmed","AIRPLANE FAULT","KMIA","SBRF",-34.9240154,-8.1259315,-80.2870457,25.795865,116,82,6177574.43009354,"273","AAL"
"AAL - 273","AMERICAN AIRLINES INC","International",2016-01-26 00:54:00,2016-01-26 00:54:00,2016-01-26 08:56:00,2016-01-26 08:56:00,"Confirmed",NA,"KMIA","SBRF",-34.9240154,-8.1259315,-80.2870457,25.795865,0,0,6177574.43009354,"273","AAL"
"AAL - 273","AMERICAN AIRLINES INC","International",2016-01-01 00:54:00,2016-01-01 00:52:00,2016-01-01 08:56:00,2016-01-01 08:03:00,"Confirmed","AIR TRAFFIC LIBERATION/ANTECIPATION","KMIA","SBRF",-34.9240154,-8.1259315,-80.2870457,25.795865,-2,-53,6177574.43009354,"273","AAL"
"AAL - 273","AMERICAN AIRLINES INC","International",2016-01-03 00:54:00,2016-01-03 01:50:00,2016-01-03 08:56:00,2016-01-03 09:54:00,"Confirmed","AIRPLANE CONECTION","KMIA","SBRF",-34.9240154,-8.1259315,-80.2870457,25.795865,56,58,6177574.43009354,"273","AAL"
"AAL - 274","AMERICAN AIRLINES INC","International",2016-01-23 23:35:00,2016-01-23 23:35:00,2016-01-24 08:04:00,2016-01-24 08:04:00,"Confirmed",NA,"SBRF","KMIA",-80.2870457,25.795865,-34.9240154,-8.1259315,0,0,6177574.43009354,"274","AAL"
"AAL - 274","AMERICAN AIRLINES INC","International",2016-01-12 23:35:00,2016-01-12 23:35:00,2016-01-13 08:04:00,2016-01-13 08:04:00,"Confirmed",NA,"SBRF","KMIA",-80.2870457,25.795865,-34.9240154,-8.1259315,0,0,6177574.43009354,"274","AAL"
"AAL - 274","AMERICAN AIRLINES INC","International",2016-01-20 23:35:00,2016-01-20 23:35:00,2016-01-21 08:04:00,2016-01-21 08:04:00,"Confirmed",NA,"SBRF","KMIA",-80.2870457,25.795865,-34.9240154,-8.1259315,0,0,6177574.43009354,"274","AAL"
"AAL - 274","AMERICAN AIRLINES INC","International",2016-01-08 23:35:00,2016-01-08 23:35:00,2016-01-09 08:04:00,2016-01-09 08:04:00,"Confirmed",NA,"SBRF","KMIA",-80.2870457,25.795865,-34.9240154,-8.1259315,0,0,6177574.43009354,"274","AAL"
"AAL - 274","AMERICAN AIRLINES INC","International",2016-01-16 23:35:00,2016-01-16 23:32:00,2016-01-17 08:04:00,2016-01-17 07:29:00,"Confirmed","AIR TRAFFIC LIBERATION/ANTECIPATION","SBRF","KMIA",-80.2870457,25.795865,-34.9240154,-8.1259315,-3,-35,6177574.43009354,"274","AAL"
"AAL - 274","AMERICAN AIRLINES INC","International",2016-01-21 23:35:00,2016-01-21 23:35:00,2016-01-22 08:04:00,2016-01-22 08:04:00,"Confirmed",NA,"SBRF","KMIA",-80.2870457,25.795865,-34.9240154,-8.1259315,0,0,6177574.43009354,"274","AAL"
"AAL - 274","AMERICAN AIRLINES INC","International",2016-01-28 23:35:00,2016-01-28 23:35:00,2016-01-29 08:04:00,2016-01-29 08:04:00,"Confirmed",NA,"SBRF","KMIA",-80.2870457,25.795865,-34.9240154,-8.1259315,0,0,6177574.43009354,"274","AAL"
"AAL - 274","AMERICAN AIRLINES INC","International",2016-01-29 23:35:00,2016-01-29 23:34:00,2016-01-30 08:04:00,2016-01-30 07:26:00,"Confirmed","DELAY NOT SPECIFIED - OTHER","SBRF","KMIA",-80.2870457,25.795865,-34.9240154,-8.1259315,-1,-38,6177574.43009354,"274","AAL"
"AAL - 274","AMERICAN AIRLINES INC","International",2016-01-03 23:35:00,2016-01-03 23:35:00,2016-01-04 08:04:00,2016-01-04 08:04:00,"Confirmed",NA,"SBRF","KMIA",-80.2870457,25.795865,-34.9240154,-8.1259315,0,0,6177574.43009354,"274","AAL"
"AAL - 274","AMERICAN AIRLINES INC","International",2016-01-24 23:35:00,2016-01-24 23:35:00,2016-01-25 08:04:00,2016-01-25 08:04:00,"Confirmed",NA,"SBRF","KMIA",-80.2870457,25.795865,-34.9240154,-8.1259315,0,0,6177574.43009354,"274","AAL"
"AAL - 274","AMERICAN AIRLINES INC","International",2016-01-14 23:35:00,2016-01-14 23:35:00,2016-01-15 08:04:00,2016-01-15 08:04:00,"Confirmed",NA,"SBRF","KMIA",-80.2870457,25.795865,-34.9240154,-8.1259315,0,0,6177574.43009354,"274","AAL"
"AAL - 274","AMERICAN AIRLINES INC","International",2016-01-02 23:35:00,2016-01-02 23:35:00,2016-01-03 08:04:00,2016-01-03 08:04:00,"Confirmed",NA,"SBRF","KMIA",-80.2870457,25.795865,-34.9240154,-8.1259315,0,0,6177574.43009354,"274","AAL"
"AAL - 274","AMERICAN AIRLINES INC","International",2016-01-27 23:35:00,2016-01-27 23:35:00,2016-01-28 08:04:00,2016-01-28 08:04:00,"Confirmed",NA,"SBRF","KMIA",-80.2870457,25.795865,-34.9240154,-8.1259315,0,0,6177574.43009354,"274","AAL"
"AAL - 274","AMERICAN AIRLINES INC","International",2016-01-26 23:35:00,2016-01-26 23:35:00,2016-01-27 08:04:00,2016-01-27 08:04:00,"Confirmed",NA,"SBRF","KMIA",-80.2870457,25.795865,-34.9240154,-8.1259315,0,0,6177574.43009354,"274","AAL"
"AAL - 274","AMERICAN AIRLINES INC","International",2016-01-17 23:35:00,2016-01-17 23:35:00,2016-01-18 08:04:00,2016-01-18 08:04:00,"Confirmed",NA,"SBRF","KMIA",-80.2870457,25.795865,-34.9240154,-8.1259315,0,0,6177574.43009354,"274","AAL"
"AAL - 274","AMERICAN AIRLINES INC","International",2016-01-15 23:35:00,NA,2016-01-16 08:04:00,NA,"Cancelled","CANCELLED FOR TECHNICAL REASONS","SBRF","KMIA",-80.2870457,25.795865,-34.9240154,-8.1259315,NA,NA,6177574.43009354,"274","AAL"
"AAL - 274","AMERICAN AIRLINES INC","International",2016-01-30 23:35:00,2016-01-30 23:35:00,2016-01-31 08:04:00,2016-01-31 08:04:00,"Confirmed",NA,"SBRF","KMIA",-80.2870457,25.795865,-34.9240154,-8.1259315,0,0,6177574.43009354,"274","AAL"
"AAL - 274","AMERICAN AIRLINES INC","International",2016-01-13 23:35:00,2016-01-13 23:35:00,2016-01-14 08:04:00,2016-01-14 08:04:00,"Confirmed",NA,"SBRF","KMIA",-80.2870457,25.795865,-34.9240154,-8.1259315,0,0,6177574.43009354,"274","AAL"
"AAL - 274","AMERICAN AIRLINES INC","International",2016-01-06 23:35:00,2016-01-06 23:35:00,2016-01-07 08:04:00,2016-01-07 08:04:00,"Confirmed",NA,"SBRF","KMIA",-80.2870457,25.795865,-34.9240154,-8.1259315,0,0,6177574.43009354,"274","AAL"
"AAL - 274","AMERICAN AIRLINES INC","International",2016-01-31 23:35:00,2016-01-31 23:35:00,2016-02-01 08:04:00,2016-02-01 08:04:00,"Confirmed",NA,"SBRF","KMIA",-80.2870457,25.795865,-34.9240154,-8.1259315,0,0,6177574.43009354,"274","AAL"
"AAL - 274","AMERICAN AIRLINES INC","International",2016-01-01 23:35:00,2016-01-01 23:35:00,2016-01-02 08:04:00,2016-01-02 08:04:00,"Confirmed",NA,"SBRF","KMIA",-80.2870457,25.795865,-34.9240154,-8.1259315,0,0,6177574.43009354,"274","AAL"
"AAL - 274","AMERICAN AIRLINES INC","International",2016-01-10 23:35:00,2016-01-10 23:35:00,2016-01-11 08:04:00,2016-01-11 08:04:00,"Confirmed",NA,"SBRF","KMIA",-80.2870457,25.795865,-34.9240154,-8.1259315,0,0,6177574.43009354,"274","AAL"
