"Flight.No","Airline","Flight.Type","Scheduled.Departure","Departure","Scheduled.Arrival","Arrival","Flight.Status","Justification","Airport.From","Airport.To","Longitude.To","Latitude.To","Longitude.From","Latitude.From","Departure.Delay","Arrival.Delay","Distance.In.Meters","Flight.No2","AirLine.Code"
"AAL - 274","AMERICAN AIRLINES INC","International",2016-01-22 23:35:00,2016-01-22 23:35:00,2016-01-23 08:04:00,2016-01-23 08:04:00,"Confirmed",NA,"SBRF","KMIA",-80.2870457,25.795865,-34.9240154,-8.1259315,0,0,6177574.43009354,"274","AAL"
"AAL - 274","AMERICAN AIRLINES INC","International",2016-01-19 23:35:00,2016-01-19 23:40:00,2016-01-20 08:04:00,2016-01-20 07:41:00,"Confirmed","AIR TRAFFIC LIBERATION/ANTECIPATION","SBRF","KMIA",-80.2870457,25.795865,-34.9240154,-8.1259315,5,-23,6177574.43009354,"274","AAL"
"AAL - 274","AMERICAN AIRLINES INC","International",2016-01-09 23:35:00,2016-01-09 23:35:00,2016-01-10 08:04:00,2016-01-10 08:04:00,"Confirmed",NA,"SBRF","KMIA",-80.2870457,25.795865,-34.9240154,-8.1259315,0,0,6177574.43009354,"274","AAL"
"AAL - 274","AMERICAN AIRLINES INC","International",2016-01-07 23:35:00,2016-01-07 23:35:00,2016-01-08 08:04:00,2016-01-08 08:04:00,"Confirmed",NA,"SBRF","KMIA",-80.2870457,25.795865,-34.9240154,-8.1259315,0,0,6177574.43009354,"274","AAL"
"AAL - 274","AMERICAN AIRLINES INC","International",2016-01-05 23:35:00,2016-01-05 23:35:00,2016-01-06 08:04:00,2016-01-06 08:04:00,"Confirmed",NA,"SBRF","KMIA",-80.2870457,25.795865,-34.9240154,-8.1259315,0,0,6177574.43009354,"274","AAL"
"AAL - 901","AMERICAN AIRLINES INC","International",2016-01-03 23:00:00,2016-01-04 16:47:00,2016-01-04 07:42:00,2016-01-05 01:16:00,"Confirmed","MORE THAN 4 HOURS DELAY - AIRPLANE GLITCH","KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,1067,1054,6699008.40465565,"901","AAL"
"AAL - 901","AMERICAN AIRLINES INC","International",2016-01-29 23:00:00,2016-01-29 23:00:00,2016-01-30 07:42:00,2016-01-30 07:42:00,"Confirmed",NA,"KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,0,0,6699008.40465565,"901","AAL"
"AAL - 901","AMERICAN AIRLINES INC","International",2016-01-22 23:00:00,2016-01-21 23:34:00,2016-01-23 07:42:00,2016-01-22 08:15:00,"Confirmed","AIRPLANE FAULT","KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,-1406,-1407,6699008.40465565,"901","AAL"
"AAL - 901","AMERICAN AIRLINES INC","International",2016-01-31 23:00:00,2016-01-31 22:59:00,2016-02-01 07:42:00,2016-02-01 08:33:00,"Confirmed","DELAY NOT SPECIFIED - OTHER","KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,-1,51,6699008.40465565,"901","AAL"
"AAL - 901","AMERICAN AIRLINES INC","International",2016-01-01 23:00:00,2016-01-01 23:00:00,2016-01-02 07:42:00,2016-01-02 07:42:00,"Confirmed",NA,"KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,0,0,6699008.40465565,"901","AAL"
"AAL - 901","AMERICAN AIRLINES INC","International",2016-01-28 23:00:00,NA,2016-01-29 07:42:00,NA,"Cancelled","CANCELLED FOR TECHNICAL REASONS","KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,NA,NA,6699008.40465565,"901","AAL"
"AAL - 901","AMERICAN AIRLINES INC","International",2016-01-14 23:00:00,2016-01-14 01:14:00,2016-01-15 07:42:00,2016-01-14 09:50:00,"Confirmed","AIRPLANE FAULT","KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,-1306,-1312,6699008.40465565,"901","AAL"
"AAL - 901","AMERICAN AIRLINES INC","International",2016-01-08 23:00:00,2016-01-08 23:00:00,2016-01-09 07:42:00,2016-01-09 07:42:00,"Confirmed",NA,"KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,0,0,6699008.40465565,"901","AAL"
"AAL - 901","AMERICAN AIRLINES INC","International",2016-01-07 23:00:00,2016-01-08 00:12:00,2016-01-08 07:42:00,2016-01-08 08:27:00,"Confirmed","DELAY NOT SPECIFIED - OTHER","KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,72,45,6699008.40465565,"901","AAL"
"AAL - 901","AMERICAN AIRLINES INC","International",2016-01-23 23:00:00,2016-01-23 23:00:00,2016-01-24 07:42:00,2016-01-24 07:42:00,"Confirmed",NA,"KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,0,0,6699008.40465565,"901","AAL"
"AAL - 901","AMERICAN AIRLINES INC","International",2016-01-09 23:00:00,2016-01-09 23:00:00,2016-01-10 07:42:00,2016-01-10 07:42:00,"Confirmed",NA,"KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,0,0,6699008.40465565,"901","AAL"
"AAL - 901","AMERICAN AIRLINES INC","International",2016-01-10 23:00:00,2016-01-10 00:10:00,2016-01-11 07:42:00,2016-01-10 08:24:00,"Confirmed","AIRPLANE FAULT","KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,-1370,-1398,6699008.40465565,"901","AAL"
"AAL - 901","AMERICAN AIRLINES INC","International",2016-01-21 23:00:00,2016-01-21 23:00:00,2016-01-22 07:42:00,2016-01-22 07:42:00,"Confirmed",NA,"KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,0,0,6699008.40465565,"901","AAL"
"AAL - 901","AMERICAN AIRLINES INC","International",2016-01-30 23:00:00,2016-01-31 00:03:00,2016-01-31 07:42:00,2016-01-31 08:41:00,"Confirmed","AIRPLANE FAULT","KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,63,59,6699008.40465565,"901","AAL"
"AAL - 901","AMERICAN AIRLINES INC","International",2016-01-24 23:00:00,2016-01-24 23:00:00,2016-01-25 07:42:00,2016-01-25 07:42:00,"Confirmed",NA,"KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,0,0,6699008.40465565,"901","AAL"
"AAL - 901","AMERICAN AIRLINES INC","International",2016-01-15 23:00:00,2016-01-16 00:20:00,2016-01-16 07:42:00,2016-01-16 09:30:00,"Confirmed","DEPARTURE AIRPORT UNDER LIMITS","KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,80,108,6699008.40465565,"901","AAL"
"AAL - 901","AMERICAN AIRLINES INC","International",2016-01-16 23:00:00,2016-01-16 23:00:00,2016-01-17 07:42:00,2016-01-17 07:42:00,"Confirmed",NA,"KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,0,0,6699008.40465565,"901","AAL"
"AAL - 901","AMERICAN AIRLINES INC","International",2016-01-17 23:00:00,2016-01-18 00:47:00,2016-01-18 07:42:00,2016-01-18 09:14:00,"Confirmed","AIRPLANE FAULT","KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,107,92,6699008.40465565,"901","AAL"
"AAL - 901","AMERICAN AIRLINES INC","International",2016-01-02 23:00:00,2016-01-02 23:37:00,2016-01-03 07:42:00,2016-01-03 08:38:00,"Confirmed","AIRPLANE FAULT","KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,37,56,6699008.40465565,"901","AAL"
"AAL - 904","AMERICAN AIRLINES INC","International",2016-01-21 22:20:00,2016-01-21 22:20:00,2016-01-22 07:22:00,2016-01-22 07:22:00,"Confirmed",NA,"SBGL","KMIA",-80.2870457,25.795865,-43.2494233,-22.8134098,0,0,6699008.40465565,"904","AAL"
"AAL - 904","AMERICAN AIRLINES INC","International",2016-01-26 22:20:00,2016-01-26 22:20:00,2016-01-27 07:22:00,2016-01-27 07:22:00,"Confirmed",NA,"SBGL","KMIA",-80.2870457,25.795865,-43.2494233,-22.8134098,0,0,6699008.40465565,"904","AAL"
"AAL - 904","AMERICAN AIRLINES INC","International",2016-01-30 22:20:00,2016-01-30 22:20:00,2016-01-31 07:22:00,2016-01-31 07:22:00,"Confirmed",NA,"SBGL","KMIA",-80.2870457,25.795865,-43.2494233,-22.8134098,0,0,6699008.40465565,"904","AAL"
"AAL - 904","AMERICAN AIRLINES INC","International",2016-01-04 22:20:00,2016-01-05 03:36:00,2016-01-05 07:22:00,2016-01-05 11:50:00,"Confirmed","DELAY NOT SPECIFIED - OTHER","SBGL","KMIA",-80.2870457,25.795865,-43.2494233,-22.8134098,316,268,6699008.40465565,"904","AAL"
"AAL - 904","AMERICAN AIRLINES INC","International",2016-01-14 22:20:00,2016-01-14 22:20:00,2016-01-15 07:22:00,2016-01-15 07:22:00,"Confirmed",NA,"SBGL","KMIA",-80.2870457,25.795865,-43.2494233,-22.8134098,0,0,6699008.40465565,"904","AAL"
"AAL - 904","AMERICAN AIRLINES INC","International",2016-01-31 22:20:00,2016-01-31 22:20:00,2016-02-01 07:22:00,2016-02-01 07:22:00,"Confirmed",NA,"SBGL","KMIA",-80.2870457,25.795865,-43.2494233,-22.8134098,0,0,6699008.40465565,"904","AAL"
"AAL - 904","AMERICAN AIRLINES INC","International",2016-01-02 22:20:00,2016-01-02 22:20:00,2016-01-03 07:22:00,2016-01-03 07:22:00,"Confirmed",NA,"SBGL","KMIA",-80.2870457,25.795865,-43.2494233,-22.8134098,0,0,6699008.40465565,"904","AAL"
"AAL - 904","AMERICAN AIRLINES INC","International",2016-01-05 22:20:00,2016-01-05 22:20:00,2016-01-06 07:22:00,2016-01-06 07:22:00,"Confirmed",NA,"SBGL","KMIA",-80.2870457,25.795865,-43.2494233,-22.8134098,0,0,6699008.40465565,"904","AAL"
"AAL - 904","AMERICAN AIRLINES INC","International",2016-01-28 22:20:00,NA,2016-01-29 07:22:00,NA,"Cancelled","CANCELLED FOR TECHNICAL REASONS","SBGL","KMIA",-80.2870457,25.795865,-43.2494233,-22.8134098,NA,NA,6699008.40465565,"904","AAL"
"AAL - 904","AMERICAN AIRLINES INC","International",2016-01-23 22:20:00,2016-01-23 22:20:00,2016-01-24 07:22:00,2016-01-24 07:22:00,"Confirmed",NA,"SBGL","KMIA",-80.2870457,25.795865,-43.2494233,-22.8134098,0,0,6699008.40465565,"904","AAL"
"AAL - 904","AMERICAN AIRLINES INC","International",2016-01-12 22:20:00,2016-01-12 22:18:00,2016-01-13 07:22:00,2016-01-13 06:45:00,"Confirmed","AIR TRAFFIC LIBERATION/ANTECIPATION","SBGL","KMIA",-80.2870457,25.795865,-43.2494233,-22.8134098,-2,-37,6699008.40465565,"904","AAL"
"AAL - 904","AMERICAN AIRLINES INC","International",2016-01-17 22:20:00,2016-01-17 22:20:00,2016-01-18 07:22:00,2016-01-18 07:22:00,"Confirmed",NA,"SBGL","KMIA",-80.2870457,25.795865,-43.2494233,-22.8134098,0,0,6699008.40465565,"904","AAL"
"AAL - 904","AMERICAN AIRLINES INC","International",2016-01-22 22:20:00,2016-01-22 22:20:00,2016-01-23 07:22:00,2016-01-23 07:22:00,"Confirmed",NA,"SBGL","KMIA",-80.2870457,25.795865,-43.2494233,-22.8134098,0,0,6699008.40465565,"904","AAL"
"AAL - 904","AMERICAN AIRLINES INC","International",2016-01-03 22:20:00,2016-01-03 22:20:00,2016-01-04 07:22:00,2016-01-04 07:22:00,"Confirmed",NA,"SBGL","KMIA",-80.2870457,25.795865,-43.2494233,-22.8134098,0,0,6699008.40465565,"904","AAL"
"AAL - 904","AMERICAN AIRLINES INC","International",2016-01-29 22:20:00,2016-01-29 22:20:00,2016-01-30 07:22:00,2016-01-30 07:22:00,"Confirmed",NA,"SBGL","KMIA",-80.2870457,25.795865,-43.2494233,-22.8134098,0,0,6699008.40465565,"904","AAL"
"AAL - 904","AMERICAN AIRLINES INC","International",2016-01-13 22:20:00,2016-01-13 22:27:00,2016-01-14 07:22:00,2016-01-14 06:46:00,"Confirmed","AIR TRAFFIC LIBERATION/ANTECIPATION","SBGL","KMIA",-80.2870457,25.795865,-43.2494233,-22.8134098,7,-36,6699008.40465565,"904","AAL"
"AAL - 904","AMERICAN AIRLINES INC","International",2016-01-20 22:20:00,2016-01-20 22:20:00,2016-01-21 07:22:00,2016-01-21 07:22:00,"Confirmed",NA,"SBGL","KMIA",-80.2870457,25.795865,-43.2494233,-22.8134098,0,0,6699008.40465565,"904","AAL"
"AAL - 904","AMERICAN AIRLINES INC","International",2016-01-01 22:20:00,2016-01-01 22:20:00,2016-01-02 07:22:00,2016-01-02 07:22:00,"Confirmed",NA,"SBGL","KMIA",-80.2870457,25.795865,-43.2494233,-22.8134098,0,0,6699008.40465565,"904","AAL"
"AAL - 904","AMERICAN AIRLINES INC","International",2016-01-18 22:20:00,2016-01-18 22:20:00,2016-01-19 07:22:00,2016-01-19 07:22:00,"Confirmed",NA,"SBGL","KMIA",-80.2870457,25.795865,-43.2494233,-22.8134098,0,0,6699008.40465565,"904","AAL"
"AAL - 904","AMERICAN AIRLINES INC","International",2016-01-19 22:20:00,2016-01-19 22:20:00,2016-01-20 07:22:00,2016-01-20 07:22:00,"Confirmed",NA,"SBGL","KMIA",-80.2870457,25.795865,-43.2494233,-22.8134098,0,0,6699008.40465565,"904","AAL"
"AAL - 904","AMERICAN AIRLINES INC","International",2016-01-27 22:20:00,2016-01-27 22:20:00,2016-01-28 07:22:00,2016-01-28 07:22:00,"Confirmed",NA,"SBGL","KMIA",-80.2870457,25.795865,-43.2494233,-22.8134098,0,0,6699008.40465565,"904","AAL"
"AAL - 904","AMERICAN AIRLINES INC","International",2016-01-09 22:20:00,2016-01-09 22:20:00,2016-01-10 07:22:00,2016-01-10 07:22:00,"Confirmed",NA,"SBGL","KMIA",-80.2870457,25.795865,-43.2494233,-22.8134098,0,0,6699008.40465565,"904","AAL"
"AAL - 904","AMERICAN AIRLINES INC","International",2016-01-06 22:20:00,2016-01-06 22:20:00,2016-01-07 07:22:00,2016-01-07 07:22:00,"Confirmed",NA,"SBGL","KMIA",-80.2870457,25.795865,-43.2494233,-22.8134098,0,0,6699008.40465565,"904","AAL"
"AAL - 904","AMERICAN AIRLINES INC","International",2016-01-10 22:20:00,2016-01-10 22:20:00,2016-01-11 07:22:00,2016-01-11 07:22:00,"Confirmed",NA,"SBGL","KMIA",-80.2870457,25.795865,-43.2494233,-22.8134098,0,0,6699008.40465565,"904","AAL"
"AAL - 904","AMERICAN AIRLINES INC","International",2016-01-25 22:20:00,2016-01-25 22:20:00,2016-01-26 07:22:00,2016-01-26 07:22:00,"Confirmed",NA,"SBGL","KMIA",-80.2870457,25.795865,-43.2494233,-22.8134098,0,0,6699008.40465565,"904","AAL"
"AAL - 904","AMERICAN AIRLINES INC","International",2016-01-11 22:20:00,2016-01-11 22:13:00,2016-01-12 07:22:00,2016-01-12 06:46:00,"Confirmed","DELAY NOT SPECIFIED - OTHER","SBGL","KMIA",-80.2870457,25.795865,-43.2494233,-22.8134098,-7,-36,6699008.40465565,"904","AAL"
"AAL - 904","AMERICAN AIRLINES INC","International",2016-01-07 22:20:00,2016-01-07 22:20:00,2016-01-08 07:22:00,2016-01-08 07:22:00,"Confirmed",NA,"SBGL","KMIA",-80.2870457,25.795865,-43.2494233,-22.8134098,0,0,6699008.40465565,"904","AAL"
"AAL - 904","AMERICAN AIRLINES INC","International",2016-01-16 22:20:00,2016-01-16 22:20:00,2016-01-17 07:22:00,2016-01-17 07:22:00,"Confirmed",NA,"SBGL","KMIA",-80.2870457,25.795865,-43.2494233,-22.8134098,0,0,6699008.40465565,"904","AAL"
"AAL - 904","AMERICAN AIRLINES INC","International",2016-01-08 22:20:00,2016-01-08 00:22:00,2016-01-09 07:22:00,2016-01-08 09:11:00,"Confirmed","AIRPLANE FAULT","SBGL","KMIA",-80.2870457,25.795865,-43.2494233,-22.8134098,-1318,-1331,6699008.40465565,"904","AAL"
"AAL - 904","AMERICAN AIRLINES INC","International",2016-01-24 22:20:00,2016-01-24 22:20:00,2016-01-25 07:22:00,2016-01-25 07:22:00,"Confirmed",NA,"SBGL","KMIA",-80.2870457,25.795865,-43.2494233,-22.8134098,0,0,6699008.40465565,"904","AAL"
"AAL - 904","AMERICAN AIRLINES INC","International",2016-01-15 22:20:00,NA,2016-01-16 07:22:00,NA,"Cancelled","CANCELLED FOR TECHNICAL REASONS","SBGL","KMIA",-80.2870457,25.795865,-43.2494233,-22.8134098,NA,NA,6699008.40465565,"904","AAL"
"AAL - 905","AMERICAN AIRLINES INC","International",2016-01-19 00:49:00,2016-01-19 00:49:00,2016-01-19 09:27:00,2016-01-19 09:27:00,"Confirmed",NA,"KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,0,0,6699008.40465565,"905","AAL"
"AAL - 905","AMERICAN AIRLINES INC","International",2016-01-21 00:49:00,2016-01-21 02:02:00,2016-01-21 09:27:00,2016-01-21 10:03:00,"Confirmed","AIRPLANE FAULT","KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,73,36,6699008.40465565,"905","AAL"
"AAL - 905","AMERICAN AIRLINES INC","International",2016-01-12 00:49:00,2016-01-12 01:44:00,2016-01-12 09:27:00,2016-01-12 10:36:00,"Confirmed","AIRPLANE CONECTION","KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,55,69,6699008.40465565,"905","AAL"
"AAL - 905","AMERICAN AIRLINES INC","International",2016-01-22 00:49:00,2016-01-22 00:49:00,2016-01-22 09:27:00,2016-01-22 09:27:00,"Confirmed",NA,"KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,0,0,6699008.40465565,"905","AAL"
"AAL - 905","AMERICAN AIRLINES INC","International",2016-01-16 00:49:00,2016-01-16 02:07:00,2016-01-16 09:27:00,2016-01-16 10:21:00,"Confirmed","AIRPLANE CONECTION","KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,78,54,6699008.40465565,"905","AAL"
"AAL - 905","AMERICAN AIRLINES INC","International",2016-01-23 00:49:00,2016-01-23 01:41:00,2016-01-23 09:27:00,2016-01-23 09:47:00,"Confirmed","AIRPLANE FAULT","KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,52,20,6699008.40465565,"905","AAL"
"AAL - 905","AMERICAN AIRLINES INC","International",2016-01-25 00:49:00,2016-01-25 02:14:00,2016-01-25 09:27:00,2016-01-25 09:54:00,"Confirmed","AIRPLANE CONECTION","KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,85,27,6699008.40465565,"905","AAL"
"AAL - 905","AMERICAN AIRLINES INC","International",2016-01-31 00:49:00,2016-01-31 02:46:00,2016-01-31 09:27:00,2016-01-31 11:03:00,"Confirmed","AIRPLANE FAULT","KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,117,96,6699008.40465565,"905","AAL"
"AAL - 905","AMERICAN AIRLINES INC","International",2016-01-27 00:49:00,2016-01-27 01:26:00,2016-01-27 09:27:00,2016-01-27 09:59:00,"Confirmed","AIRPLANE FAULT","KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,37,32,6699008.40465565,"905","AAL"
"AAL - 905","AMERICAN AIRLINES INC","International",2016-01-09 00:49:00,2016-01-08 03:35:00,2016-01-09 09:27:00,2016-01-08 10:49:00,"Confirmed","DELAY NOT SPECIFIED - OTHER","KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,-1274,-1358,6699008.40465565,"905","AAL"
"AAL - 905","AMERICAN AIRLINES INC","International",2016-01-24 00:49:00,2016-01-24 00:49:00,2016-01-24 09:27:00,2016-01-24 09:27:00,"Confirmed",NA,"KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,0,0,6699008.40465565,"905","AAL"
"AAL - 905","AMERICAN AIRLINES INC","International",2016-01-04 00:49:00,2016-01-04 00:49:00,2016-01-04 09:27:00,2016-01-04 09:27:00,"Confirmed",NA,"KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,0,0,6699008.40465565,"905","AAL"
"AAL - 905","AMERICAN AIRLINES INC","International",2016-01-17 00:49:00,2016-01-17 01:42:00,2016-01-17 09:27:00,2016-01-17 10:21:00,"Confirmed","DEPARTURE AIRPORT UNDER LIMITS","KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,53,54,6699008.40465565,"905","AAL"
"AAL - 905","AMERICAN AIRLINES INC","International",2016-01-11 00:49:00,2016-01-11 00:49:00,2016-01-11 09:27:00,2016-01-11 09:27:00,"Confirmed",NA,"KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,0,0,6699008.40465565,"905","AAL"
"AAL - 905","AMERICAN AIRLINES INC","International",2016-01-08 00:49:00,2016-01-08 01:37:00,2016-01-08 09:27:00,2016-01-08 09:41:00,"Confirmed","AIRPLANE FAULT","KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,48,14,6699008.40465565,"905","AAL"
"AAL - 905","AMERICAN AIRLINES INC","International",2016-01-28 00:49:00,2016-01-28 00:49:00,2016-01-28 09:27:00,2016-01-28 09:27:00,"Confirmed",NA,"KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,0,0,6699008.40465565,"905","AAL"
"AAL - 905","AMERICAN AIRLINES INC","International",2016-01-15 00:49:00,2016-01-15 00:49:00,2016-01-15 09:27:00,2016-01-15 09:27:00,"Confirmed",NA,"KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,0,0,6699008.40465565,"905","AAL"
"AAL - 905","AMERICAN AIRLINES INC","International",2016-01-05 00:49:00,2016-01-05 00:49:00,2016-01-05 09:27:00,2016-01-05 09:27:00,"Confirmed",NA,"KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,0,0,6699008.40465565,"905","AAL"
"AAL - 905","AMERICAN AIRLINES INC","International",2016-01-26 00:49:00,2016-01-26 00:49:00,2016-01-26 09:27:00,2016-01-26 09:27:00,"Confirmed",NA,"KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,0,0,6699008.40465565,"905","AAL"
"AAL - 905","AMERICAN AIRLINES INC","International",2016-01-01 00:49:00,2016-01-01 00:49:00,2016-01-01 09:27:00,2016-01-01 09:27:00,"Confirmed",NA,"KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,0,0,6699008.40465565,"905","AAL"
"AAL - 905","AMERICAN AIRLINES INC","International",2016-01-02 00:49:00,2016-01-02 00:49:00,2016-01-02 09:27:00,2016-01-02 09:27:00,"Confirmed",NA,"KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,0,0,6699008.40465565,"905","AAL"
"AAL - 905","AMERICAN AIRLINES INC","International",2016-01-13 00:49:00,2016-01-13 02:13:00,2016-01-13 09:27:00,2016-01-13 10:25:00,"Confirmed","DELAY NOT SPECIFIED - OTHER","KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,84,58,6699008.40465565,"905","AAL"
"AAL - 905","AMERICAN AIRLINES INC","International",2016-01-06 00:49:00,2016-01-06 01:26:00,2016-01-06 09:27:00,2016-01-06 10:01:00,"Confirmed","DELAY NOT SPECIFIED - OTHER","KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,37,34,6699008.40465565,"905","AAL"
"AAL - 905","AMERICAN AIRLINES INC","International",2016-01-03 00:49:00,2016-01-03 01:35:00,2016-01-03 09:27:00,2016-01-03 10:03:00,"Confirmed","AIRPLANE FAULT","KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,46,36,6699008.40465565,"905","AAL"
"AAL - 905","AMERICAN AIRLINES INC","International",2016-01-14 00:49:00,2016-01-14 00:49:00,2016-01-14 09:27:00,2016-01-14 09:27:00,"Confirmed",NA,"KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,0,0,6699008.40465565,"905","AAL"
"AAL - 905","AMERICAN AIRLINES INC","International",2016-01-20 00:49:00,2016-01-20 00:49:00,2016-01-20 09:27:00,2016-01-20 09:27:00,"Confirmed",NA,"KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,0,0,6699008.40465565,"905","AAL"
"AAL - 905","AMERICAN AIRLINES INC","International",2016-01-07 00:49:00,2016-01-07 01:48:00,2016-01-07 09:27:00,2016-01-07 10:12:00,"Confirmed","AIRPLANE FAULT","KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,59,45,6699008.40465565,"905","AAL"
"AAL - 905","AMERICAN AIRLINES INC","International",2016-01-18 00:49:00,2016-01-18 01:48:00,2016-01-18 09:27:00,2016-01-18 10:07:00,"Confirmed","AIRPLANE CONECTION","KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,59,40,6699008.40465565,"905","AAL"
"AAL - 905","AMERICAN AIRLINES INC","International",2016-01-10 00:49:00,2016-01-10 02:12:00,2016-01-10 09:27:00,2016-01-10 10:32:00,"Confirmed","DELAY NOT SPECIFIED - OTHER","KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,83,65,6699008.40465565,"905","AAL"
"AAL - 905","AMERICAN AIRLINES INC","International",2016-01-30 00:49:00,2016-01-30 00:49:00,2016-01-30 09:27:00,2016-01-30 09:27:00,"Confirmed",NA,"KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,0,0,6699008.40465565,"905","AAL"
"AAL - 905","AMERICAN AIRLINES INC","International",2016-01-29 00:49:00,2016-01-29 01:30:00,2016-01-29 09:27:00,2016-01-29 09:43:00,"Confirmed","AIRPLANE CONECTION","KMIA","SBGL",-43.2494233,-22.8134098,-80.2870457,25.795865,41,16,6699008.40465565,"905","AAL"
"AAL - 906","AMERICAN AIRLINES INC","International",2016-01-09 01:30:00,2016-01-09 01:30:00,2016-01-09 10:05:00,2016-01-09 10:05:00,"Confirmed",NA,"SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,0,0,6553168.02078479,"906","AAL"
"AAL - 906","AMERICAN AIRLINES INC","International",2016-01-30 01:30:00,2016-01-30 10:10:00,2016-01-30 10:05:00,2016-01-30 18:16:00,"Confirmed","DELAY NOT SPECIFIED - OTHER","SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,520,491,6553168.02078479,"906","AAL"
